State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Gujarat,Valsad,Chikli(Khorgam),"Bottle gourd",Other,FAQ,05/08/2025,1500,2250,1875
Haryana,Ambala,Naraingarh,Brinjal,Brinjal,FAQ,05/08/2025,500,2500,1000
Haryana,Ambala,Naraingarh,Cucumbar(Kheera),Cucumbar,FAQ,05/08/2025,1000,2000,1200
Haryana,Ambala,Naraingarh,Lemon,Other,FAQ,05/08/2025,2200,5000,3000
Haryana,Ambala,Naraingarh,"Mousambi(Sweet Lime)",Mousambi,Medium,05/08/2025,2000,4000,3500
Haryana,Ambala,Naraingarh,"Peas Wet","Peas Wet",FAQ,05/08/2025,5000,7000,6000
Haryana,Ambala,Naraingarh,Tomato,Tomato,FAQ,05/08/2025,2500,4000,3500
Haryana,Gurgaon,Gurgaon,Banana,Other,Large,05/08/2025,2000,3000,2500
Haryana,Hissar,Barwala(Hisar),Brinjal,Other,FAQ,05/08/2025,1500,2000,1800
Haryana,Hissar,Barwala(Hisar),"Leafy Vegetable",Other,FAQ,05/08/2025,1500,2000,1800
Haryana,Hissar,Barwala(Hisar),"Mousambi(Sweet Lime)",Other,Medium,05/08/2025,3000,3500,3200
Haryana,Hissar,Barwala(Hisar),Onion,Other,FAQ,05/08/2025,1400,1500,1500
Haryana,Hissar,Barwala(Hisar),Potato,Other,FAQ,05/08/2025,1000,1100,1100
Haryana,Hissar,Barwala(Hisar),Tomato,Other,FAQ,05/08/2025,5000,5500,5200
Haryana,Hissar,Hansi,Cauliflower,Other,FAQ,05/08/2025,3000,5000,4000
Haryana,Hissar,Hansi,Chikoos(Sapota),Other,Medium,05/08/2025,3000,5000,4000
Haryana,Hissar,Hansi,Ridgeguard(Tori),Other,FAQ,05/08/2025,1500,2500,2000
Haryana,Karnal,Indri,Banana,Other,Medium,05/08/2025,2500,3000,2500
Haryana,Karnal,Indri,Pomegranate,Other,Medium,05/08/2025,10000,10000,10000
Haryana,Karnal,Tarori,Apple,Apple,Medium,05/08/2025,5500,6500,6000
Haryana,Karnal,Tarori,Banana,Other,Medium,05/08/2025,1800,2200,2000
Haryana,Kurukshetra,Ladwa,Cucumbar(Kheera),Cucumbar,FAQ,05/08/2025,1500,1500,1500
Haryana,Kurukshetra,Ladwa,Onion,Onion,Non-FAQ,05/08/2025,2000,2000,2000
Haryana,Kurukshetra,Pehowa,Onion,Other,FAQ,05/08/2025,1500,2123,1900
Haryana,Kurukshetra,Shahabad,Apple,Apple,Medium,05/08/2025,4000,8000,5280
Haryana,Kurukshetra,Shahabad,"Bhindi(Ladies Finger)",Bhindi,FAQ,05/08/2025,1200,1600,1500
Haryana,Kurukshetra,Shahabad,Colacasia,Other,FAQ,05/08/2025,1200,1800,1500
Haryana,Kurukshetra,Shahabad,Grapes,Green,Medium,05/08/2025,8000,9000,8500
Haryana,Kurukshetra,Shahabad,"Mousambi(Sweet Lime)",Mousambi,Medium,05/08/2025,2300,3150,2500
Haryana,Kurukshetra,Shahabad,Onion,Onion,Non-FAQ,05/08/2025,1300,1600,1400
Haryana,Kurukshetra,Shahabad,Plum,Other,Medium,05/08/2025,5000,7000,6000
Haryana,Mahendragarh-Narnaul,Narnaul,"Bottle gourd","Bottle Gourd",FAQ,05/08/2025,1000,2000,1500
Haryana,Mahendragarh-Narnaul,Narnaul,Capsicum,Capsicum,FAQ,05/08/2025,6000,7000,7000
Haryana,Mahendragarh-Narnaul,Narnaul,Cucumbar(Kheera),Cucumbar,FAQ,05/08/2025,1000,3000,2500
Haryana,Mahendragarh-Narnaul,Narnaul,Potato,Potato,FAQ,05/08/2025,1300,1300,1300
Haryana,Mahendragarh-Narnaul,Narnaul,Spinach,Spinach,FAQ,05/08/2025,2500,2500,2500
Haryana,Mahendragarh-Narnaul,Narnaul,"Sponge gourd","Sponge gourd",FAQ,05/08/2025,2500,3000,3000
Haryana,Mahendragarh-Narnaul,Narnaul,Tomato,Tomato,FAQ,05/08/2025,4000,5000,5000
Haryana,Mewat,Punhana,Brinjal,Other,FAQ,05/08/2025,1000,1500,1200
Haryana,Mewat,Punhana,"Mousambi(Sweet Lime)",Other,Medium,05/08/2025,2000,2500,2300
Haryana,Mewat,Tauru,Cabbage,Other,FAQ,05/08/2025,1500,1500,1500
Haryana,Mewat,Tauru,Tomato,Hybrid,FAQ,05/08/2025,6000,6000,6000
Haryana,Panchkula,"Raipur Rai","Bottle gourd","Bottle Gourd",FAQ,05/08/2025,1500,1600,1500
Haryana,Panchkula,"Raipur Rai",Brinjal,Other,FAQ,05/08/2025,1500,1600,1500
Haryana,Panchkula,"Raipur Rai",Cucumbar(Kheera),Other,FAQ,05/08/2025,1800,2000,1800
Haryana,Panchkula,"Raipur Rai",Pumpkin,Pumpkin,FAQ,05/08/2025,800,1000,800
Haryana,Panipat,Panipat,Apple,Other,Medium,05/08/2025,3000,9000,6000
Haryana,Panipat,Panipat,Brinjal,"Arkasheela Mattigulla",FAQ,05/08/2025,600,1400,1000
Haryana,Panipat,Panipat,Cucumbar(Kheera),Other,FAQ,05/08/2025,1000,2500,1750
Haryana,Rewari,Kosli,"Bottle gourd","Bottle Gourd",FAQ,05/08/2025,1000,1000,1000
Haryana,Rewari,Kosli,Onion,Other,FAQ,05/08/2025,1500,1500,1500
Haryana,Rohtak,Meham,Spinach,Other,FAQ,05/08/2025,2000,2000,2000
Haryana,Sirsa,kalanwali,Cucumbar(Kheera),Other,FAQ,05/08/2025,3000,3000,3000
Haryana,Sonipat,Ganaur,"Bhindi(Ladies Finger)",Bhindi,FAQ,05/08/2025,2800,3000,2800
Haryana,Sonipat,Ganaur,"Bottle gourd","Bottle Gourd",FAQ,05/08/2025,1600,1800,1800
Haryana,Sonipat,Ganaur,Cucumbar(Kheera),Cucumbar,FAQ,05/08/2025,1500,1600,1500
Haryana,Sonipat,Ganaur,Garlic,Average,FAQ,05/08/2025,5800,6000,5800
Haryana,Sonipat,Ganaur,Pumpkin,Pumpkin,FAQ,05/08/2025,1400,1500,1400
Haryana,Sonipat,Gohana,"Bhindi(Ladies Finger)",Other,FAQ,05/08/2025,2000,3500,2500
Haryana,Sonipat,Gohana,"Peas cod",Other,FAQ,05/08/2025,8000,10000,9000
Haryana,"Yamuna Nagar",Chhachrauli,Brinjal,Brinjal,FAQ,05/08/2025,1300,1800,1300
Haryana,"Yamuna Nagar",Chhachrauli,"Peas Wet","Peas Wet",FAQ,05/08/2025,8000,8000,8000
Haryana,"Yamuna Nagar",Mustafabad,"Bhindi(Ladies Finger)",Other,FAQ,05/08/2025,3000,3000,3000
Haryana,"Yamuna Nagar",Mustafabad,Pumpkin,Other,FAQ,05/08/2025,1800,2000,1800
Haryana,"Yamuna Nagar",Mustafabad,Ridgeguard(Tori),Other,FAQ,05/08/2025,3500,3500,3500
Haryana,"Yamuna Nagar",Radaur,"Peas Wet",Other,FAQ,05/08/2025,5500,6500,6000
Haryana,"Yamuna Nagar",Radaur,Potato,Other,FAQ,05/08/2025,1300,1500,1400
Haryana,"Yamuna Nagar",Radaur,Raddish,Other,FAQ,05/08/2025,1000,1200,1100
Haryana,"Yamuna Nagar",Sadhaura,"Bhindi(Ladies Finger)",Bhindi,FAQ,05/08/2025,1100,1400,1200
Haryana,"Yamuna Nagar",Sadhaura,Capsicum,Capsicum,FAQ,05/08/2025,3000,5500,4000
Haryana,"Yamuna Nagar",Sadhaura,Cucumbar(Kheera),Cucumbar,FAQ,05/08/2025,2000,2000,2000
Haryana,"Yamuna Nagar",Sadhaura,Tomato,Other,FAQ,05/08/2025,3000,5000,4000
"Himachal Pradesh",Bilaspur,Bilaspur,Cauliflower,Cauliflower,FAQ,05/08/2025,3500,4500,3800
"Himachal Pradesh",Bilaspur,Bilaspur,Onion,Other,FAQ,05/08/2025,2000,2300,2200
"Himachal Pradesh",Bilaspur,Bilaspur,Potato,Other,FAQ,05/08/2025,1000,2100,1600
"Himachal Pradesh",Chamba,Chamba,Onion,Other,FAQ,05/08/2025,2300,2500,2400
"Himachal Pradesh",Kangra,Dharamshala,"Bhindi(Ladies Finger)",Bhindi,FAQ,05/08/2025,4000,4500,4250
"Himachal Pradesh",Kangra,Dharamshala,"Bottle gourd","Bottle Gourd",FAQ,05/08/2025,3500,4000,3750
"Himachal Pradesh",Kangra,Dharamshala,"French Beans (Frasbean)",Other,FAQ,05/08/2025,6500,7500,7000
"Himachal Pradesh",Kangra,Dharamshala,"Mousambi(Sweet Lime)",Other,Medium,05/08/2025,5000,5500,5250
"Himachal Pradesh",Kangra,Kangra,Cucumbar(Kheera),Other,FAQ,05/08/2025,2500,3000,2700
"Himachal Pradesh",Kangra,Kangra,Lemon,Other,FAQ,05/08/2025,5000,6000,5500
"Himachal Pradesh",Kangra,Kangra,Tomato,Other,FAQ,05/08/2025,6000,7000,6500
"Himachal Pradesh",Kangra,Kangra(Baijnath),Apple,Apple,Medium,05/08/2025,6000,18500,18000
"Himachal Pradesh",Kangra,Kangra(Baijnath),Banana,"Banana - Ripe",Medium,05/08/2025,3500,3600,3600
"Himachal Pradesh",Kangra,Kangra(Baijnath),"Green Chilli","Green Chilly",FAQ,05/08/2025,4300,4500,4500
"Himachal Pradesh",Kangra,Kangra(Baijnath),Lemon,Lemon,FAQ,05/08/2025,6000,7000,6500
"Himachal Pradesh",Kangra,Kangra(Baijnath),"Mousambi(Sweet Lime)",Mousambi,Medium,05/08/2025,4800,4900,4900
"Himachal Pradesh",Kangra,Kangra(Baijnath),Pineapple,Other,Medium,05/08/2025,4000,5000,4500
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Apple,Apple,Medium,05/08/2025,19000,20000,19500
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),"Bhindi(Ladies Finger)",Bhindi,FAQ,05/08/2025,3600,3700,3650
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),"Bottle gourd","Bottle Gourd",FAQ,05/08/2025,2500,2800,2600
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Capsicum,Capsicum,FAQ,05/08/2025,5800,6200,6000
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Garlic,Average,FAQ,05/08/2025,10000,12500,11500
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Pear(Marasebu),Pears,Medium,05/08/2025,8000,8500,8200
"Himachal Pradesh",Kangra,Kangra(Jaisinghpur),Raddish,Raddish,FAQ,05/08/2025,2600,2700,2650
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Apple,American,Medium,05/08/2025,4000,12000,7000
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)","Bitter gourd","Bitter Gourd",FAQ,05/08/2025,2500,3000,2700
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)","Bottle gourd","Bottle Gourd",FAQ,05/08/2025,2000,4000,3000
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Cauliflower,"African Sarson",FAQ,05/08/2025,4500,5500,5000
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Lemon,Lemon,FAQ,05/08/2025,5000,6000,5500
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Pomegranate,Other,Medium,05/08/2025,10000,11000,10500
"Himachal Pradesh",Kangra,"Kangra(Nagrota Bagwan)",Pumpkin,Other,FAQ,05/08/2025,1200,1800,1400
"Himachal Pradesh",Kangra,Palampur,"Bhindi(Ladies Finger)",Other,FAQ,05/08/2025,3400,3500,3450
"Himachal Pradesh",Kangra,Palampur,Cauliflower,Cauliflower,FAQ,05/08/2025,4800,5000,4900
"Himachal Pradesh",Kangra,Palampur,Colacasia,Colacasia,FAQ,05/08/2025,2500,2700,2600
"Himachal Pradesh",Kangra,Palampur,"French Beans (Frasbean)",Other,FAQ,05/08/2025,8500,9000,8700
"Himachal Pradesh",Kangra,Palampur,Garlic,Average,FAQ,05/08/2025,9000,12000,10000
"Himachal Pradesh",Kangra,Palampur,Ginger(Green),Other,FAQ,05/08/2025,9500,10000,9700
"Himachal Pradesh",Kangra,Palampur,Lemon,Other,FAQ,05/08/2025,4500,6000,5200
"Himachal Pradesh",Kangra,Palampur,Mashrooms,Other,FAQ,05/08/2025,16000,17500,16700
"Himachal Pradesh",Kangra,Palampur,Pomegranate,Other,Medium,05/08/2025,12000,13000,12500
"Himachal Pradesh",Kangra,Palampur,Pumpkin,Other,FAQ,05/08/2025,1500,1700,1600
"Himachal Pradesh",Kullu,Bhuntar,"Bitter gourd","Bitter Gourd",FAQ,05/08/2025,1200,1500,1300
"Himachal Pradesh",Kullu,Bhuntar,"French Beans (Frasbean)",Other,FAQ,05/08/2025,3500,5000,4200
"Himachal Pradesh",Kullu,Bhuntar,Plum,Other,Medium,05/08/2025,3000,6500,4700
"Himachal Pradesh",Kullu,Bhuntar,Tomato,Other,FAQ,05/08/2025,1500,5000,3700
"Himachal Pradesh",Kullu,Kullu,Cabbage,Other,FAQ,05/08/2025,1000,1500,1300
"Himachal Pradesh",Kullu,Kullu,Cucumbar(Kheera),Other,FAQ,05/08/2025,1500,2000,1800
"Himachal Pradesh",Kullu,Kullu,Onion,Other,FAQ,05/08/2025,2200,2400,2300
"Himachal Pradesh",Kullu,Kullu,Potato,Other,FAQ,05/08/2025,1000,2000,1500
"Himachal Pradesh",Kullu,Kullu,Pumpkin,Other,FAQ,05/08/2025,2000,2500,2300
"Himachal Pradesh",Kullu,Kullu,"Water Melon",Other,Medium,05/08/2025,3500,4000,3800
"Himachal Pradesh",Kullu,"Kullu(Chauri Bihal)",Apple,Apple,Medium,05/08/2025,1500,6000,4000
"Himachal Pradesh",Kullu,"Kullu(Chauri Bihal)",Capsicum,Other,FAQ,05/08/2025,2500,3000,2800
"Himachal Pradesh",Kullu,"Kullu(Chauri Bihal)",Cauliflower,Other,FAQ,05/08/2025,2500,3000,2800
"Himachal Pradesh",Kullu,"Kullu(Chauri Bihal)",Tomato,Other,FAQ,05/08/2025,1800,5000,4000
"Himachal Pradesh",Kullu,"Kullu(Patli Kuhal)",Pear(Marasebu),Other,Medium,05/08/2025,2000,6800,4000
"Himachal Pradesh",Mandi,Mandi(Mandi),Beetroot,Beetroot,FAQ,05/08/2025,2500,3000,3000
"Himachal Pradesh",Mandi,Mandi(Mandi),Brinjal,Other,FAQ,05/08/2025,1500,2500,2000
"Himachal Pradesh",Mandi,Mandi(Mandi),Capsicum,Capsicum,FAQ,05/08/2025,4000,7000,5000
"Himachal Pradesh",Mandi,Mandi(Mandi),Cucumbar(Kheera),Cucumbar,FAQ,05/08/2025,1000,2000,1500
"Himachal Pradesh",Mandi,Mandi(Mandi),Grapes,Other,Medium,05/08/2025,19000,21000,20000
"Himachal Pradesh",Mandi,Mandi(Mandi),Guava,Guava,Medium,05/08/2025,3000,6500,5000
"Himachal Pradesh",Mandi,Mandi(Mandi),Mango,Other,Small,05/08/2025,1000,1800,1500
"Himachal Pradesh",Mandi,Mandi(Mandi),Mashrooms,Mashrooms,FAQ,05/08/2025,16500,17500,17000
"Himachal Pradesh",Mandi,Mandi(Mandi),Potato,Potato,FAQ,05/08/2025,1000,2000,1500
"Himachal Pradesh",Mandi,Mandi(Mandi),Spinach,Other,FAQ,05/08/2025,2500,4000,3500
"Himachal Pradesh",Mandi,Mandi(Mandi),"Sponge gourd","Sponge gourd",FAQ,05/08/2025,1000,3000,2000
"Himachal Pradesh",Shimla,Rohroo,Cabbage,Other,FAQ,05/08/2025,2000,2200,2100
"Himachal Pradesh",Shimla,Rohroo,Carrot,Carrot,FAQ,05/08/2025,2800,3000,2900
"Himachal Pradesh",Shimla,Rohroo,"Green Chilli","Green Chilly",FAQ,05/08/2025,9000,10000,9500
"Himachal Pradesh",Shimla,Rohroo,Pear(Marasebu),Other,Large,05/08/2025,1500,5000,3000
"Himachal Pradesh",Sirmore,Nahan,"Mousambi(Sweet Lime)",Mousambi,Large,05/08/2025,6000,6500,6200
"Himachal Pradesh",Sirmore,Nahan,"Sponge gourd",Other,FAQ,05/08/2025,2500,3000,2800
"Himachal Pradesh",Sirmore,"Paonta Sahib",Banana,Other,Large,05/08/2025,5000,6000,5500
"Himachal Pradesh",Sirmore,"Paonta Sahib","Bitter gourd",Other,FAQ,05/08/2025,2500,3000,2800
"Himachal Pradesh",Sirmore,"Paonta Sahib","Bottle gourd",Other,FAQ,05/08/2025,1000,1500,1200
"Himachal Pradesh",Sirmore,"Paonta Sahib",Carrot,Other,FAQ,05/08/2025,3000,3500,3200
"Himachal Pradesh",Sirmore,"Paonta Sahib",Cauliflower,Other,FAQ,05/08/2025,5000,7000,6000
"Himachal Pradesh",Sirmore,"Paonta Sahib",Ginger(Green),Other,FAQ,05/08/2025,9000,11000,10000
"Himachal Pradesh",Sirmore,"Paonta Sahib","Green Chilli",Other,FAQ,05/08/2025,5000,6000,5500
"Himachal Pradesh",Sirmore,"Paonta Sahib",Pear(Marasebu),Other,Large,05/08/2025,5000,6000,5500
"Himachal Pradesh",Sirmore,"Paonta Sahib",Potato,Other,FAQ,05/08/2025,1000,1500,1200
"Himachal Pradesh",Sirmore,"Paonta Sahib",Pumpkin,Other,FAQ,05/08/2025,1000,2000,1500
"Jammu and Kashmir",Baramulla,Nowpora,Plum,Other,Large,05/08/2025,4000,5600,4800
